Concept_ID	Concepts_and_Synonyms
P00000365_T888	malignant neoplasm, other
M00004646_T033;M00004646_T191	secondary malignant neoplasm|secondary cancer|Secondary Malignancy
D00000850_T777	second malignant neoplasm
M00001764_T191	reticulosarcoma|large cell lymphoma|histiocytic lymphoma|Interdigitating cell sarcoma|Interdigitating dendritic cell sarcoma|lymphoma large cell|Reticulosarcomas|Reticulum-Cell Sarcoma|Reticulum-Cell Sarcomas|Sarcoma, Reticulum Cell|Sarcoma, Reticulum-Cell
C1331540_T191	Reticulum cell sarcoma
C3714542_T191	lymphosarcoma|diffuse lymphoma|Diffuse Lymphomas|Lymphatic Sarcomas|lymphoma diffuse|Lymphoma, Diffuse|Lymphomas, Diffuse|Lymphosarcomas|Sarcoma, Lymphatic
C0024301_T191	nodular lymphoma|Brill - Symmers disease|Brill-Symmers disease|Brill Symmers Disease|Follicle Center Lymphoma|Follicular Centre Cell Lymphoma|follicular lymphoma|Follicular lymphoma:|follicular lymphomas|Follicular non-Hodgkin lymphoma|Follicular non-Hodgkins lymphoma|giant follicular lymphoma|lymphoma follicular|Lymphoma, Follicular|Lymphoma, Nodular|Lymphomas, Follicular|Lymphomas, Nodular|lymphosarcoma follicular|Malignant lymphoma, follicular|Malignant lymphoma, nodular|Nodular lymphocytic lymphoma|Nodular Lymphomas|Nodular lymphosarcoma|Nodular malignant lymphoma
M00000667_T191	benign neoplasm of skin
M00000654_T191	benign neoplasm of breast
P00000366_T888	breast cancer [female]
C0037158_T047	simple and unspecified goiter
C1318500_T047	nontoxic nodular goiter|nodular nontoxic goiter|non toxic nodular goiter|non-toxic nodular goiter|Non-toxic nodular goitre
C0271761_T047	nontoxic multinodular goiter|Multinodular non-toxic goiter|Multinodular non-toxic goitre|Non-toxic multinodular goiter|Non-toxic multinodular goitre
C0154143_T047	toxic multinodular goiter|multinodular toxic goiter|multinodular toxic goitre|toxic multinodular goitre
C0154159_T047	iodine hypothyroidism|hypothyroidism iodine
C0154164_T047	other disorders of thyroid|Other thyroid disorders
C0162299_T047	thyroid cyst|Cyst of the Thyroid|Cyst of the Thyroid Gland|cyst of thyroid|cysts thyroid|cyst thyroid|of thyroid cyst|Thyroid Gland Cyst
C0271640_T047	secondary diabetes mellitus
M00002424_T047	acromegaly and gigantism|acromegaly gigantism|gigantism acromegaly|gigantism and acromegaly
D00000851_T777	pituitary function
C0342454_T046	adrenal hyperfunction
D00000852_T777	renal hyperfunction
D00000853_T777	adrenal function
D00000854_T777	renal hypofunction
C1955741_T047	glucocorticoid deficiency|Glucocorticoid deficient
D00000855_T777	corticoid deficiency
C0154208_T047	ovarian dysfunction|DYSFUNCTION OVARIAN
D00000856_T777	ovarian function
C0154209_T047	hyperestrogenism|estrogen excess|excess estrogen|Hyperoestrogenism|Oestrogen excess
D00000857_T777	estrogenism
D00000858_T777	hyperestrogen
C0405581_T047	testicular dysfunction|DYSFUNCTION TESTICULAR|TESTICULAR
D00000859_T777	testicular function
C0271622_T047	testicular hypofunction
C0154223_T047	other endocrine disorders
M00004669_T047;M00004669_T037	carcinoid syndrome|Hormonal tumor|Hormonal tumour|malignant carcinoid syndrome|serotonin syndrome|syndrome serotonin
C0022806_T047	kwashiorkor|Kwashiokor|Kwashiorkors|MALNUTRITION, MALIGNANT|MALNUTRITION, PROTEIN|protein malnutrition
C0086588_T047	nutritional marasmus|athrepsia|Infantile atrophy|marasmus
C1283368_T047	severe protein-calorie malnutrition|Severe protein calorie malnutrition
C0033677_T046	protein-calorie malnutrition|Deficiency of macronutrients|energy malnutrition protein|Malnutrition, Protein-Calorie|Malnutrition, Protein-Energy|pcm|PCM - Protein-calorie malnutrition|pcms|PEM - Protein-energy malnutrition|protein calorie malnutrition|Protein-calorie undernutrition|protein energy malnutrition|protein-energy malnutrition
M00000597_T047	vitamin deficiency|Avitaminosis|Deficiencies, Vitamin|Deficiency, Vitamin|DEFICIENCY VITAMIN|hypovitaminosis|Vitamin deficiencies
P00000367_T888	rickets or osteomalacia
P00000368_T888	phenylketonuria [pku]
P00000369_T888	disorders of amino-acid metabolism
D00000860_T777	glyceridemia
D00000861_T777	mixed lipidemia
P00000370_T888	lipoprotein disorders
C0154254_T047	polyclonal hypergammaglobulinemia|Polyclonal hypergammaglobulinaemia
D00000862_T777	polyclonal gammaglobulinemia
M00000334_T047	alpha-1-antitrypsin deficiency|A1AD|A1ATD|AATD|AAT deficiency|alpha 1-Antitrypsin Deficiencies|alpha 1 antitrypsin deficiency|alpha 1-antitrypsin deficiency|alpha-1 anti-trypsin deficiency|alpha-1 antitrypsin deficiency|alpha-1-Proteinase inhibitor deficiency|Deficiency, alpha 1-Antitrypsin
C0154260_T046	disorders of mineral metabolism|Disorder of mineral metabolism|mineral metabolism disorder
C0012715_T047	disorders of iron metabolism|disorder of iron metabolism|disorders iron|disorders iron metabolism|Disorders, Iron Metabolism|iron disorder|iron metabolism disorder|Iron Metabolism Disorders|Iron--Metabolism--Disorders
C0392514_T047	hereditary hemochromatosis|familial haemochromatosis|familial hemochromatosis|Genetic Hemochromatosis|Hemochromatosis, Genetic|hemochromatosis hereditary|HEMOCHROMATOSIS, HEREDITARY|HEMOCHROMATOSIS, PRIMARY|hereditary haemochromatosis|HH|Idiopathic haemochromatosis|idiopathic hemochromatosis|primary haemochromatosis|primary hemochromatosis
C0012714_T047	disorders of copper metabolism|Copper disorder|Copper Disorders|copper metabolism disorder|Disorder of copper metabolism
M00003241_T047	disorders of magnesium metabolism|disorder of magnesium metabolism
C0031707_T047	disorders of phosphorus metabolism|Phosphorus Disorders
P00000371_T888	disorders of calcium/phosphorus metabolism
C0267994_T046	disorders of fluid, electrolyte, and acid-base balance|Disorders of fluid, electrolyte and acid-base balance|Fluid and electrolyte disorders|Fluid/electrolyte/acid-base|fluid electrolyte disorders
D00000863_T777	hyperosmolality and/ hypernatremia
D00000864_T777	hyposmolality and/ hyponatremia
P00000372_T888	acid-base balance disorder
D00000865_T777	potassemia
C0268329_T047	other disorders of metabolism
M00001577_T047	cystic fibrosis|CF|CF - Cystic fibrosis|cystic fibrosis pancreas|disease fibrocystic|diseases fibrocystic|fibrocystic disease|Fibrosis, Cystic|mucoviscidosis|pancreas cystic fibrosis
D00000866_T777	cyst fibrosis
C0032708_T047	disorders of porphyrin metabolism|Disorder of porphyrin metabolism|porphyria|porphyrias|Porphyrin Disorders|porphyrinopathies|porphyrinopathy
M00002913_T047	dysmetabolic syndrome x|Insulin resistance syndrome|Insulin Resistance Syndrome X|Metabolic Cardiovascular Syndrome|metabolic syndrome|metabolic syndromes|metabolic syndrome x|metabolic x syndrome|reavens syndrome|syndrome metabolic|Syndrome, Metabolic|Syndromes, Metabolic|Syndrome X|syndrome x insulin resistance|Syndrome X, Insulin Resistance|Syndrome X, Metabolic|Syndrome X, Reaven
C0028756_T047	morbid obesity|Morbid Obesities|obesity morbid|Obesity, Morbid|obesity severe|Obesity, severe|severe obesity
C0154270_T033	localized adiposity|fat pad|fat pads|Lipohyperplasia|localized fat
C0041806_T047	disorders involving the immune mechanism
C0522274_T047	deficiency of humoral immunity|B-Cell Deficiency|Deficiencies of humoral immunity|Humoral immune defect
P00000373_T888	immunity deficiency
M00004598_T047	graft-versus-host disease|disease graft versus host|Disease, Graft-Versus-Host|Disease, Graft-vs-Host|Disease, Runt|Diseases, Graft-Versus-Host|graft versus host disease|Graft-Versus-Host-Disease|graft-versus-host diseases|graft vs host disease|graft-vs-host disease|Graft Vs. Host Disease|Graft-vs-Host Diseases|gvh|gvhd|GVHD - Graft-versus-host disease|gvh disease|host versus graft disease|host vs graft disease|runt disease|Runting syndrome
C0856825_T047	acute graft-versus-host disease|Acute graft versus host disease|Acute GVHD|Acute GVH disease|Graft versus host disease, acute|GVHD, acute
C0867389_T047	chronic graft-versus-host disease|Chronic graft versus host disease|Chronic GVHD|Graft versus host disease, chronic|GVHD, chronic
M00002959_T047;M00002959_T019	pernicious anemia|addison-biermer anemia|Addisonian pernicious anaemia|Addisonian pernicious anemia|Anemia, Pernicious|ANEMIA PERNICIOUS|Biermers anaemia|Biermers anemia|Intrinsic Factor Deficiency|malignant anemia|pernicious anaemia
C0151482_T047	folate-deficiency anemia|anemia folate deficiency|anemia folic acid deficiency|ANEMIA, FOLIC ACID DEFICIENCY|Folate deficiency anaemia|folate deficiency anemia|folic acid deficiency anemia|Megaloblastic anaemia due to folate deficiency|Megaloblastic anemia due to folate deficiency
C0041782_T047	deficiency anemias|anemia deficiencies|anemia deficiency|deficiency anaemia|Deficiency anaemias|deficiency anemia
P00000374_T888	other hereditary hemolytic anemias
C0029632_T047	other hemoglobinopathies|Other haemoglobinopathies
C0002879_T047	acquired hemolytic anemias|Acquired haemolytic anaemia|acquired hemolytic anemia|Hemolytic Anemia, Acquired
M00001401_T047	constitutional aplastic anemia|Congenital aplastic anaemia|congenital aplastic anemia|Constitutional aplastic anaemia|fanconi anemia|FA|FANCA|Fanconi Anemia, Complementation Group A
C0472702_T047	other anemias|Other anaemias
M00000171_T047	acute posthemorrhagic anemia|Acute blood loss anaemia|acute blood loss anemia|Acute post-hemorrhagic anemia|Anaemia due to acute blood loss|blood loss anaemia|blood loss anemia
D00000867_T777	acute hemorrhagic anemia
C1561828_T047	anemia in chronic kidney disease|Anaemia in chronic kidney disease
P00000375_T888	congenital coagulation defects
C0042974_T047	von willebrands disease|angiohemophilia|Constitutional thrombopathy|disease von willebrand|Disorder, Von Willebrand|pseudohemophilia|von Willebrand|von willebrand disease|von Willebrand Diseases|von willebrand disorder|von Willebrands Diseases
C0001169_T047	acquired coagulation factor deficiency|Acquired clotting factor deficiency
M00002570_T047;M00002570_T046	allergic purpura|anaphylactoid purpura|henoch purpura|Henoch-Sch?nlein purpura|Henoch-Sch@nlein purpura|henoch schoenlein purpura|henoch-schoenlein purpura|henoch schonlein|henoch-schonlein|henoch schonlein purpura|henoch-schonlein purpura|Henoch-sch??nlein purpura|HENOCH SCHONLEIN SYNDROME|henoch shonlein purpura|henochs purpura|hsp|Purpura, Allergic|PURPURA ALLERGIC|Purpura, autoimmune|Purpura, Henoch|Purpura, Henoch-Schoenlein|Purpura, Schoenlein Henoch|Purpura, Schoenlein-Henoch|Schoenlein Henoch Purpura|Schoenlein-Henoch Purpura|Schonlein-Henoch Purpura|spring fever
M00005040_T047	qualitative platelet defects|Qualitative platelet defect|Thrombocytopathy
C0701157_T047	primary thrombocytopenia
C0154301_T047	secondary thrombocytopenia|Acquired thrombocytopenia
D00000868_T777	second thrombocytopenia
P00000376_T888	polycythemia vera, secondary
M00001789_T047	diseases of spleen
C1260404_T047	primary hypercoagulable state
D00000869_T777	coagulable state
C0011269_T047	vascular dementia|Dementias, Vascular|dementia vascular|Dementia, Vascular|VAD - Vascular dementia|Vascular Dementias
C0236664_T048	alcohol-related disorders|alcoholism syndrome|alcohol related disorder|alcohol-related disorder|alcohol related disorders|Disorder, Alcohol-Related|Disorders, Alcohol-Related
C0525045_T048	mood disorders|affect disorder|affect disorders|affective disorder|affective disorders|affective mood disorders|disorder affect|Disorder, Affective|disorder mood|Disorder, Mood|Disorder of affect|Disorders, Affective|disorders mood|Disorders, Mood|mood disorder|mood disorder nos|Mood disorder, NOS
C0236988_T048	schizophrenia and other psychotic disorders
M00003242_T048;M00003242_T033	major depressive disorder|Depressive Disorder, Major|Depressive Disorders, Major|Disorder, Major Depressive|Disorders, Major Depressive|major depression|Major Depressive Disorders|major depressive illness|MDD
D00000870_T777	major depressive order
C0270549_T048	generalized anxiety disorder|anxiety disorder generalized|anxiety disorders generalized|gad|GAD - Generalized anxiety disorder|gads|generalised anxiety disorder|generalized anxiety disorders
M00004378_T048	somatoform disorder|disorder somatoform|Disorder, Somatoform|Disorders, Somatoform|Medically Unexplained Syndrome|Medically Unexplained Syndromes|psychogenic disorder|psychogenic disorders|psychogenic syndrome|Psychosomatic disorder|somatoform disorders
M00001489_T048	dissociative disorder|conversion disorder|disorder dissociative|Disorder, Dissociative|disorders dissociative|Disorders, Dissociative|Dissociative disorder, NOS|dissociative disorders|dissociative reaction|dissociative reactions|Reaction, Dissociative|REACTION DISSOCIATIVE|Reactions, Dissociative
M00004199_T048;M00004199_T033	abnormal fear|Disorder, Phobic|Disorders, Phobic|Phobias|Phobic anxiety|Phobic anxiety disorder|phobic disorder|phobic disorders|Phobic Neuroses|phobic neurosis
C0013415_T048	dysthymic disorder|Disorder, Dysthymic|dysthymia|dysthymia disorder|dysthymic disorders
D00000871_T777	thymic disorder
C0036339_T048	schizoid personality disorder|Disorder, Schizoid Personality|Disorders, Schizoid Personality|Personality Disorder, Schizoid|Personality Disorders, Schizoid|Personality, Schizoid|Schizoid Personalities|schizoid personality|schizoid personality disorders
C0236989_T048	sexual and gender identity disorders
C0011124_T033	decreased libido|decreased sexual desire|libido decreased|Libido, Decreased|LIBIDO LOSS OF|low libido|reduced libido|reduced sexual desire|SEXUAL DESIRE DECREASED
P00000377_T888	erectile dysfunction [ed]
D00000872_T777	erectile function [ed]
C0040336_T048	tobacco use disorder|abuse tobacco|Disorder, Tobacco Use|Disorder, Tobacco-Use|tobacco abuse|Tobacco-Use Disorder|Tobacco Use Disorders
P00000378_T888	other mental disorder
P00000379_T888	tics and stuttering
C0003125_T048	anorexia nervosa|AN - Anorexia nervosa|anorexia mentalis|ANOREXIA, NERVOSA|Nervosa, Anorexia
C0877792_T046	circadian rhythm sleep disorder|circadian rhythm sleep disorders|Disorders of the sleep-wake schedule|Sleep Disorders, Circadian Rhythm|Sleep-Wake Cycle Disorder|Sleep Wake Cycle Disorders|Sleep-Wake Cycle Disorders|sleep wake schedule disorder|sleep-wake schedule disorder|Sleep Wake Schedule Disorders|Sleep-Wake Schedule Disorders
M00001928_T048	eating disorder|Disorder, Eating|Disorders, Eating|Eating disorder NOS|Eating disorder, NOS|eating disorders|Eating disorder, unspecified|Feeding and Eating Disorders
M00000208_T048	acute reaction to stress
C0040701_T048	adjustment reaction|adjustment reactions|reaction adjustment
M00001369_T048	posttraumatic stress disorder|combat fatigue|Combat Neurosis|disorder, post-traumatic stress|post traumatic stress disorder|post-traumatic stress disorder|post traumatic stress disorders|post-traumatic stress disorders|posttraumatic stress disorders|post traumatic stress syndrome|post-traumatic stress syndrome|PTSD|PTSD - Post-traumatic stress disorder|Stress Disorder, Posttraumatic|Stress Disorder, Post Traumatic|Stress Disorder, Post-Traumatic|Stress Disorders, Post-Traumatic|Traumatic neuroses|traumatic neurosis
C0038441_T048	traumatic stress disorder|stress disorder|stress disorders|Stress Disorder, Traumatic|Traumatic Stress Disorders
C0149654_T048	conduct disorders|conduct disorder
C0023186_T048	learning disorder|Learning differences|LEARNING DIS|Learning disorder NOS|Learning disorder, NOS|learning disorders
C0023009_T047	speech and language disorder|disorder speech language|language speech disorders|Speech and language disorders|speech language disorder|speech language disorders
P00000380_T888	sleep related movement disorders
C1561888_T047	sleep related leg cramps
M00001342_T048;M00001342_T033	mild cognitive impairment|Cognitive impairment, mild|Cognitive Impairments, Mild|Impairment, Mild Cognitive|MCI|Mild cognitive disorder|Mild Cognitive Impairments|Mild Neurocognitive Disorder|Mild Neurocognitive Disorders
C0030567_T047	parkinsons disease|disease parkinson s|DISEASE PARKINSONS|diseases parkinson|diseases parkinsons|idiopathic parkinson disease|Idiopathic parkinsonism|idiopathic parkinsons disease|Lewy Body Parkinsons Disease|paralysis agitans|parkinson disease|parkinson disease lewy body|parkinson s disease|Parkinson`s disease|Parkinsons Disease, Idiopathic|Parkinsons Disease, Lewy Body|parkinsons syndrome|PD - Parkinsons disease|Primary parkinsonism|shaking palsy|syndrome parkinsons
C0029571_T047	other degenerative diseases of the basal ganglia
P00000381_T888	peripheral autonomic neuropathy
C0184567_T184	acute pain|Acute onset pain|Acute Pains|pain acute|Pain, Acute|Pains, Acute
C1298685_T047	chronic pain syndrome|chronic pain syndromes
M00004001_T047	other headache syndromes
C0270627_T047	acute (transverse) myelitis|acute transverse myelitis|Transverse Myelitis, Acute
C0311334_T047	generalized convulsive epilepsy|Epilepsy, Generalized Convulsive|Generalised-onset seizures|Generalized Convulsive Epilepsies|GENERALIZED CONVULSIVE SEIZURE|Generalized-onset seizures
C0014547_T047	partial epilepsy|Epilepsies, Focal|Epilepsies, Partial|epilepsy focal|Epilepsy, focal|Epilepsy, Partial|Focal Epilepsies|focal epilepsy|focal seizure disorder|Focal Seizure Disorders|local epilepsy|Localisation-related epilepsy|Localization-Related Epilepsies|Localization-related epilepsy|Partial Epilepsies|partial seizure disorder|Partial Seizure Disorders
C0751362_T047	cataplexy and narcolepsy|cataplexy narcolepsy|narcolepsy cataplexy|Narcolepsy Cataplexy Syndrome|Narcolepsy-Cataplexy Syndrome|narcolepsy with cataplexy|Narcolepsy, with cataplexy
M00003978_T047	other conditions of brain
C0154724_T047	cerebral cysts|cerebral cyst|Intracerebral cysts
C0270890_T047	nerve root and plexus disorders
P00000382_T888	nerve root lesions
P00000383_T888	other peripheral nerve disorders
C0271680_T047	polyneuropathy in diabetes|Diabetes mellitus with polyneuropathy|diabetes polyneuropathy|Diabetic Polyneuropathies|diabetic polyneuropathy|neuropathy in diabetes|Polyneuropathies, Diabetic|polyneuropathy diabetes|Polyneuropathy, Diabetic
C0027868_T047	myoneural disorders|disease neuromuscular|diseases neuromuscular|disorders neuromuscular|neuromuscular disease|neuromuscular diseases|neuromuscular disorder|neuromuscular disorders|neuromyopathies|neuromyopathy
C0026896_T047	myasthenia gravis|MG|MG - Myasthenia gravis
P00000384_T888	inflammation of the eye
C1449744_T047	progressive myopia|Myopia, Progressive
P00000385_T888	foreign body injury
C0339438_T047	other retinal disorders
C0154844_T020	separation of retinal layers|Retinal layer separation
C2237660_T047	macular degeneration, wet|exudative macular degeneration|Wet Macular Degeneration
C0154860_T047	hereditary retinal dystrophies|Hereditary retinal dystrophy
M00004535_T047;M00004535_T033	retinal edema
C0344297_T047	choroidal degenerations|Choroidal degeneration|choroidal sclerosis
C0206368_T047	pseudoexfoliation glaucoma|Exfoliation Glaucoma|exfoliation syndrome|Exfoliative Syndrome|Glaucoma capsulare|PEXG|PEXS|Pseudoexfoliation Of The Lens|pseudo exfoliation syndrome|pseudoexfoliation syndrome|Pseudo-Exfoliation Syndrome|Syndrome, Exfoliation|Syndrome, Exfoliative|Syndrome, Pseudoexfoliation|Syndrome, Pseudo-Exfoliation|XFG|XFS
C0154983_T037	traumatic cataract|cataracts traumatic
C0033075_T047	presbyopia
C0152198_T047	disorders of accommodation|ACCOMMODATION DISORDER|ACCOMMODATION DISTURBANCE
M00005274_T033;M00005274_T184	visual disturbances|disturbances visual|Disturbances, Visual|disturbance visual|dysopia|Visual alteration|visual disturbance
C0155001_T184	subjective visual disturbances|Subjective visual disturbance
C0155020_T047	blindness and low vision|blindness low vision|blindness or low vision|low vision blindness
C0155074_T047	superficial keratitis
C0010037_T047	corneal edema|cornea edema|Corneal Edemas|Corneal oedema|edema corneal|Edema, Corneal
M00001918_T047	fuchs dystrophy|corneal dystrophy fuchs|dystrophy fuchs|Dystrophy, Fuchs Endothelial|Endothelial Dystrophy, Fuchs|fuchs corneal dystrophy|Fuchs endothelial corneal dystrophy|fuchs endothelial dystrophy
P00000386_T888	conjunctivitis, infectious
P00000387_T888	ectropion or entropion
M00003048_T047;M00003048_T033	lagophthalmos
M00001811_T047	disorders of the orbit
C0155265_T047	thyrotoxic exophthalmos
P00000388_T888	optic neuritis/neuropathy
C1971635_T047	scleritis and episcleritis|Scleritis/episcleritis
C0271468_T047	eustachian tube disorders|dysfunction eustachian tube|Dysfunction of eustachian tube|eustachian tube dysfunction
C0027134_T047	myringitis|EARDRUM INFLAMMATION|TYMPANIC MEMBRANE INFLAMMATION|tympanitis
C0206504_T037	perforation of tympanic membrane|ear drum perforation|eardrum perforation|eardrum rupture|eardrum ruptures|perforated eardrum|perforated tympanic membrane|perforation of eardrum|tympanic membrane perforation|TYMPANIC MEMBRANE, PERFORATION|tympanic membrane rupture
M00000566_T047	menieres disease|Disease, Menieres|Disease, M??ni??res|meniere disease|M??ni??re Disease|M??ni??res disease|M??ni??res Diseases|menieres syndrome|M??ni??res syndrome|M??ni??res vertigo|meniere syndrome|otogenic vertigo|Syndrome, Menieres|SYNDROME MENIERES
P00000389_T888	peripheral or central vertigo
M00002906_T047	labyrinthitis|otitis interna
C0155540_T033	otorrhea|discharge ear|Discharging ear|ear discharge|Ear Drainage|otorrhoea
P00000390_T888	rheumatic fever / chorea
C0155679_T047	acute pericarditis|pericarditis acute|PERICARDITIS, ACUTE
D00000873_T777	acute carditis
C0035440_T047	acute rheumatic heart disease|Acute rheumatic carditis
C0265143_T047	chronic pericarditis|pericarditis chronic
D00000874_T777	chronic carditis
M00001788_T047	mitral valve disease|Abnormal mitral valve|disease mitral valve|mitral valve diseases|mitral valve disorder|mitral valve disorders|mitral valvular disease|Valvular disease
C1260873_T047	aortic valve disease|aortic valve defect|Aortic valve defects|aortic valve diseases|aortic valve disorder|aortic valve disorders|aortic valvular disease
D00000875_T777	essential tension
C0810275_T047	other hypertensive complications
C0152105_T047	hypertensive heart disease|heart disease hypertension|hypertension heart disease|Hypertensive cardiopathy|Hypertensive cardiovascular disease
C3695318_T047	hypertensive chronic kidney disease
D00000876_T777	hypertensive heart and/ renal disease
P00000391_T888	heart transplant/surgery
P00000392_T888	other cardiomyopathy
P00000393_T888	atrioventricular [av] block
C0392470_T047	anomalous atrioventricular excitation
P00000394_T888	cardiac conduction disorders
C0155709_T046	atrial fibrillation and flutter|atrial fibrillation flutter|Atrial fibrillation/flutter|atrial flutter fibrillation|atrial flutter-fibrillation|Flutter-fibrillation
C0155710_T046	ventricular fibrillation and flutter|Ventricular flutter-fibrillation
M00001109_T020;M00001109_T046	occlusion of cerebral arteries|Cerebral arterial occlusion|cerebral artery occlusion
C0007820_T047	cerebrovascular disease|Brain Vascular Disorders|cerebral vascular disorder|cerebral vascular disorders|CEREBRAL VASCULAR DISTURBANCE|CEREBRAL VASCULAR LESION|cerebrovascular diseases|cerebrovascular disorder|cerebrovascular disorders|Cerebrovascular lesion|CVD - Cerebrovascular disease|Disease, Cerebrovascular|Diseases, Cerebrovascular|DISORDER CEREBROVASCULAR|Intracranial Vascular Disease|Intracranial Vascular Diseases|Intracranial Vascular Disorder|Intracranial Vascular Disorders|Vascular Disease, Intracranial
C0007775_T047	cerebral atherosclerosis|Atherosclerosis, Cerebral|ATHEROSCLEROTIC CEREBROVASCULAR DISEASE
M00003557_T047	moyamoya disease|Moyamoya disease 1|Spontaneous occlusion of the circle of Willis
C0155732_T046	late effects of cerebrovascular disease|Sequelae of cerebrovascular disease
C0155740_T190	other aneurysm
M00000398_T190;M00000398_T033	aneurysm of iliac artery
C0040021_T047	thromboangiitis obliterans|buerger disease|buergers disease|Disease, Buergers|tao|taos|Thromboangiitis obliterans [Buergers disease]|thrombo angiitis obliterans|THROMBOANGIITIS, OBLITERANS|thromboangitis obliterans|WINIWARTER-BUERGER DISEASE
C0155749_T046	arterial embolism and thrombosis
C0149649_T047	atheroembolism|ATHEROMATOUS EMBOLISM|Atheromatous embolus|cholesterol embolism|Cholesterol Embolisms|cholesterol embolus|Embolism, Cholesterol
M00004046_T047	polyarteritis nodosa|Classical polyarteritis nodosa|Classic Polyarteritis Nodosa|panarteritis nodosa|PAN|periarteritis nodosa|POLYARTERITIS NODOSA SYSTEMIC|polyarteritis nodosum
D00000877_T777	arteritis nodosa
M00001565_T047	hypersensitivity angiitis|Allergic Cutaneous Vasculitis|allergic vasculitis|Cutaneous Allergic Vasculitis|Cutaneous leucocytoclastic angiitis|Cutaneous leukocytoclastic angiitis|Cutaneous Leukocytoclastic Vasculitis|Cutaneous small vessel vasculitis|Hypersensitivity Vasculitides|hypersensitivity vasculitis|Leucocytoclastic angiitis|leucocytoclastic vasculitis|leukocytoclastic angiitis|leukocytoclastic vasculitis|Leukocytoclastic Vasculitis, Cutaneous|Vasculitides, Hypersensitivity|Vasculitis, allergic|VASCULITIS ALLERGIC|Vasculitis, Hypersensitivity|vasculitis leukocytoclastic|VASCULITIS, LEUKOCYTOCLASTIC
M00005309_T047	wegeners granulomatosis|GPA|granulomatosis wegener|Granulomatosis, Wegener|granulomatosis wegeners|Granulomatosis - Wegeners|Granulomatosis, Wegeners|Granulomatosis with polyangiitis|Polyangiitis, Granulomatosis with|wegener granulomatosis|wegeners syndrome|WG
M00004251_T047;M00004251_T033;M00004251_T184	giant cell arteritis|Arteritis, Giant Cell|CRANIAL ARTERITIS|gca|GCA - Giant cell arteritis|Giant Cell Arteritides|horton disease|Horton Giant Cell Arteritis|hortons arteritis|hortons disease|polymyalgia rheumatica
C2717961_T047	thrombotic microangiopathy|Microangiopathies, Thrombotic|Microangiopathy, Thrombotic|Thrombotic Microangiopathies
P00000395_T888	deep vein thrombosis [dvt]
C0155778_T047	varicose veins of lower extremity|legs varicose veins|leg varicose veins|varicose veins leg|Varicose veins of legs|Varicose veins of lower extremities|varicose veins of the leg
M00002568_T047;M00002568_T033;M00002568_T020	hemorrhoids
C0375314_T047	iatrogenic hypotension
M00004300_T047;M00004300_T046	postphlebitic syndrome|Postphlebitic Disease|post phlebitic syndrome|post-phlebitic syndrome|Postphlebitic Syndromes|Postthrombotic syndrome
C0747581_T047	phlebitic syndrome
C1135223_T047	chronic venous hypertension
P00000396_T888	chronic venous insufficiency [cvi]
C0001344_T047	acute pharyngitis|pharyngitis acute|Pharyngitis - acute
C0155820_T047	acute bronchitis and bronchiolitis|Acute bronchitis/bronchiolitis
P00000397_T888	septal deviations/turbinate hypertrophy
C0490040_T047	chronic tonsillitis and adenoiditis
C0810015_T047	acute and chronic tonsillitis
C0155836_T047	chronic laryngitis|laryngitis chronic|LARYNGITIS, CHRONIC
C1690580_T046	allergic reaction to food
M00004259_T047	pneumococcal pneumonia
C0155860_T047	pseudomonal pneumonia|Pneumonia caused by Pseudomonas|Pneumonia due to Pseudomonas
C1142536_T047	mrsa pneumonia|Methicillin-Resistant Staphylococcus aureus Pneumonia|Pneumonia caused by methicillin resistant Staphylococcus aureus|Pneumonia due to methicillin resistant Staphylococcus aureus|pneumonia mrsa
P00000398_T888	bronchopneumonia and lung abscess
M00002892_T047	influenza
C0155874_T047	obstructive chronic bronchitis|bronchitis chronic obstructive|bronchitis emphysema|Bronchitis with airway obstruction|Bronchitis with emphysema|chronic bronchitis emphysema|Chronic bronchitis, obstructive|Chronic bronchitis with emphysema|chronic obstructive bronchitis|emphysema bronchitis|emphysema chronic bronchitis|Emphysematous bronchitis
P00000399_T888	asthma with exacerbation
C0155883_T047	chronic obstructive asthma
C0032273_T047	pneumoconiosis|pneumoconioses
C0810297_T047	empyema and pneumothorax
C0497354_T047	pleurisy; pleural effusion|Pleurisy all
C0175999_T047	postinflammatory pulmonary fibrosis|Post-inflammatory pulmonary fibrosis
D00000878_T777	inflammatory pulmonary fibrosis
M00001138_T047	idiopathic fibrosing alveolitis|Alveolitis, Fibrosing|ALVEOLITIS FIBROSING|Cryptogenic fibrosing alveolitis|Diffuse idiopathic pulmonary fibrosis|diffuse interstitial pulmonary fibrosis|Fibrosing Alveolitides|fibrosing alveolitis|fibrosis idiopathic pulmonary|hamman rich disease|hamman-rich disease|hamman rich syndrome|hamman-rich syndrome|Hamman - Rich syndrome|Idiopathic pulmonary fibrosis|uip|usual interstitial pneumonia|usual interstitial pneumonitis
C0348712_T047	other diseases of lung
D00000879_T777	system sclerosis
C0155921_T046	tracheostomy complications|complications tracheostomy|tracheostomy complication
C0392618_T046	postoperative infection|infection postoperative|infections postoperative|post-op infection|Post-op. infection
D00000880_T777	operative infection
C0741804_T047	acute bronchospasm
P00000400_T888	disorders of tooth development
C0012767_T047	disturbances in tooth eruption|Abnormal tooth eruption|Tooth eruption disorders|Tooth eruption disturbances
